ts,config,write_id,key,true_class,predicted_class,action,is_false,version_read,version_at_commit,classify_ms,escalated
570,cosine_only,570,ship_date::the_onboarding_revamp::3,duplicate,update,apply,False,5,6,17.107299994677305,False
571,cosine_only,571,magnitude::the_storage_quota::31,update,update,apply,False,13,14,18.81179999327287,False
572,cosine_only,572,magnitude::the_budget::7,refinement,refinement,merge,False,7,8,18.766500055789948,False
573,cosine_only,573,status::Feature_X::8,contradiction,refinement,merge,True,11,12,17.96890003606677,False
574,cosine_only,574,status::the_offline_mode::38,update,refinement,merge,False,11,12,18.779999983962625,False
575,cosine_only,575,magnitude::the_storage_quota::31,contradiction,refinement,merge,True,14,15,18.004900019150227,False
576,cosine_only,576,ship_date::the_data_migration::30,update,duplicate,drop,False,9,9,21.369700029026717,False
577,cosine_only,577,status::the_dark_mode_rollout::20,duplicate,refinement,merge,False,11,12,21.33499999763444,False
578,cosine_only,578,magnitude::the_infra_budget::25,duplicate,refinement,merge,False,10,11,18.522099999245256,False
579,cosine_only,579,status::the_dark_mode_rollout::14,contradiction,duplicate,drop,True,10,10,20.838399999774992,False
580,cosine_only,580,ship_date::the_partner_integration::6,update,duplicate,drop,False,9,9,17.598200007341802,False
581,cosine_only,581,ship_date::the_data_migration::33,update,refinement,merge,False,10,11,19.078099983744323,False
582,cosine_only,582,ship_date::the_beta_rollout::12,refinement,refinement,merge,False,10,11,18.045700038783252,False
583,cosine_only,583,status::Feature_X::8,update,update,apply,False,12,13,19.393400056287646,False
584,cosine_only,584,magnitude::the_support_queue::10,refinement,refinement,merge,False,12,13,18.491399998310953,False
585,cosine_only,585,status::the_audit_log_feature::26,duplicate,refinement,merge,False,7,8,18.97470001131296,False
586,cosine_only,586,ship_date::the_vendor_contract_renewal::9,refinement,refinement,merge,False,8,9,21.744799974840134,False
587,cosine_only,587,magnitude::the_budget::1,duplicate,refinement,merge,False,12,13,20.511000009719282,False
588,cosine_only,588,ship_date::the_partner_integration::39,contradiction,refinement,merge,True,10,11,16.269799962174147,False
589,cosine_only,589,status::Feature_X::8,duplicate,refinement,merge,False,13,14,26.417799992486835,False
590,cosine_only,590,magnitude::the_storage_quota::19,update,duplicate,drop,False,12,12,22.637699963524938,False
591,cosine_only,591,ship_date::the_vendor_contract_renewal::18,duplicate,refinement,merge,False,3,4,23.93099997425452,False
592,cosine_only,592,magnitude::the_support_queue::10,duplicate,refinement,merge,False,13,14,22.64470001682639,False
593,cosine_only,593,status::the_dark_mode_rollout::29,refinement,refinement,merge,False,15,16,32.387099985498935,False
594,cosine_only,594,status::the_offline_mode::38,duplicate,duplicate,drop,False,12,12,23.59180001076311,False
595,cosine_only,595,status::the_offline_mode::23,update,duplicate,drop,True,7,7,26.1430999962613,False
596,cosine_only,596,magnitude::the_budget::7,duplicate,duplicate,drop,False,8,8,19.562100002076477,False
597,cosine_only,597,ship_date::the_data_migration::33,refinement,duplicate,drop,False,11,11,27.00840000761673,False
598,cosine_only,598,ship_date::the_API_migration::0,refinement,refinement,merge,False,10,11,24.272400012705475,False
599,cosine_only,599,status::the_dark_mode_rollout::29,refinement,refinement,merge,False,16,17,25.93409997643903,False
600,cosine_only,600,ship_date::the_partner_integration::6,duplicate,refinement,merge,False,9,10,19.352999981492758,False
601,cosine_only,601,ship_date::the_vendor_contract_renewal::9,duplicate,refinement,merge,False,9,10,21.031000011134893,False
602,cosine_only,602,status::the_referral_program::11,refinement,refinement,merge,False,14,15,25.584800052456558,False
603,cosine_only,603,ship_date::the_onboarding_revamp::27,refinement,refinement,merge,False,12,13,29.11519998451695,False
604,cosine_only,604,ship_date::the_data_migration::30,duplicate,refinement,merge,False,9,10,24.13360000355169,False
605,cosine_only,605,status::Feature_X::8,refinement,duplicate,drop,False,14,14,31.49269998539239,False
606,cosine_only,606,status::the_offline_mode::2,refinement,refinement,merge,False,15,16,26.982800045516342,False
607,cosine_only,607,magnitude::the_storage_quota::37,duplicate,refinement,merge,False,11,12,28.07179995579645,False
608,cosine_only,608,ship_date::the_partner_integration::6,refinement,refinement,merge,False,10,11,20.417499996256083,False
609,cosine_only,609,magnitude::the_storage_quota::22,duplicate,refinement,merge,False,15,16,17.762199975550175,False
610,cosine_only,610,status::the_dark_mode_rollout::29,refinement,refinement,merge,True,17,18,25.887000025250018,False
611,cosine_only,611,magnitude::the_budget::13,duplicate,update,apply,False,9,10,22.455499973148108,False
612,cosine_only,612,magnitude::the_storage_quota::37,refinement,refinement,merge,False,12,13,28.29109999584034,False
613,cosine_only,613,magnitude::the_budget::13,contradiction,refinement,merge,True,10,11,22.02560001751408,False
614,cosine_only,614,magnitude::the_storage_quota::31,duplicate,duplicate,drop,False,15,15,18.239299999549985,False
615,cosine_only,615,magnitude::the_infra_budget::25,duplicate,refinement,merge,False,11,12,16.0221999976784,False
616,cosine_only,616,status::the_dark_mode_rollout::20,contradiction,duplicate,drop,True,12,12,21.319599996786565,False
617,cosine_only,617,ship_date::the_beta_rollout::12,duplicate,refinement,merge,False,11,12,17.230800003744662,False
618,cosine_only,618,status::the_offline_mode::23,contradiction,duplicate,drop,True,7,7,16.382500005420297,False
619,cosine_only,619,ship_date::the_onboarding_revamp::3,duplicate,update,apply,False,6,7,18.734199984464794,False
620,cosine_only,620,magnitude::the_storage_quota::31,refinement,refinement,merge,False,15,16,20.5396999954246,False
621,cosine_only,621,ship_date::the_data_migration::30,update,duplicate,drop,True,10,10,17.033400014042854,False
622,cosine_only,622,status::the_export_tool::17,duplicate,refinement,merge,False,9,10,21.026399976108223,False
623,cosine_only,623,status::the_offline_mode::23,duplicate,refinement,merge,False,7,8,17.96020002802834,False
624,cosine_only,624,ship_date::the_onboarding_revamp::21,duplicate,update,apply,False,13,14,17.90979999350384,False
625,cosine_only,625,status::the_offline_mode::2,refinement,refinement,merge,False,16,17,19.82109999516979,False
626,cosine_only,626,status::the_audit_log_feature::26,refinement,refinement,merge,False,8,9,21.9175000092946,False
627,cosine_only,627,ship_date::the_partner_integration::6,duplicate,refinement,merge,False,11,12,17.74370000930503,False
628,cosine_only,628,magnitude::the_budget::13,refinement,update,apply,False,11,12,21.081999992020428,False
629,cosine_only,629,ship_date::the_beta_rollout::12,duplicate,refinement,merge,False,12,13,17.887699999846518,False
630,cosine_only,630,magnitude::the_budget::1,contradiction,refinement,merge,True,13,14,16.766499960795045,False
631,cosine_only,631,ship_date::the_API_migration::0,duplicate,refinement,merge,False,11,12,18.32750003086403,False
632,cosine_only,632,magnitude::the_storage_quota::22,duplicate,refinement,merge,False,16,17,16.882399970199913,False
633,cosine_only,633,ship_date::the_API_migration::0,update,refinement,merge,False,12,13,26.07050002552569,False
634,cosine_only,634,status::the_export_tool::17,duplicate,duplicate,drop,False,10,10,24.086799996439368,False
635,cosine_only,635,status::Feature_X::8,refinement,refinement,merge,False,14,15,22.935700020752847,False
636,cosine_only,636,magnitude::the_budget::7,duplicate,refinement,merge,False,8,9,17.911500006448478,False
637,cosine_only,637,magnitude::the_budget::13,update,update,apply,False,12,13,18.163899949286133,False
638,cosine_only,638,ship_date::the_data_migration::33,duplicate,refinement,merge,False,11,12,18.973800004459918,False
639,cosine_only,639,magnitude::the_budget::13,duplicate,duplicate,drop,False,13,13,20.76039998792112,False
640,cosine_only,640,magnitude::the_infra_budget::25,contradiction,update,apply,True,12,13,16.772100003436208,False
641,cosine_only,641,status::the_dark_mode_rollout::14,update,duplicate,drop,False,10,10,20.86119999876246,False
642,cosine_only,642,magnitude::the_budget::7,duplicate,duplicate,drop,False,9,9,17.456999979913235,False
643,cosine_only,643,status::Feature_X::8,contradiction,update,apply,True,15,16,18.746000016108155,False
644,cosine_only,644,magnitude::the_budget::13,duplicate,duplicate,drop,False,13,13,19.336899975314736,False
645,cosine_only,645,ship_date::the_data_migration::33,update,refinement,merge,False,12,13,20.371299993712455,False
646,cosine_only,646,magnitude::the_storage_quota::31,refinement,refinement,merge,False,16,17,26.363999990280718,False
647,cosine_only,647,magnitude::the_infra_budget::34,contradiction,refinement,merge,True,15,16,17.549100040923804,False
648,cosine_only,648,status::the_offline_mode::2,refinement,refinement,merge,False,17,18,20.953500003088266,False
649,cosine_only,649,magnitude::the_storage_quota::19,duplicate,refinement,merge,False,12,13,18.121900036931038,False
650,cosine_only,650,ship_date::the_vendor_contract_renewal::18,contradiction,duplicate,drop,True,4,4,19.64589999988675,False
651,cosine_only,651,status::the_dark_mode_rollout::20,refinement,duplicate,drop,False,12,12,22.27269997820258,False
652,cosine_only,652,status::Feature_X::8,duplicate,refinement,merge,False,16,17,21.7051999643445,False
653,cosine_only,653,ship_date::the_onboarding_revamp::27,update,refinement,merge,False,13,14,20.233799994457513,False
654,cosine_only,654,magnitude::the_support_queue::10,update,refinement,merge,False,14,15,17.50219997484237,False
655,cosine_only,655,magnitude::the_storage_quota::31,update,update,apply,False,17,18,22.157699975650758,False
656,cosine_only,656,magnitude::the_infra_budget::25,update,update,apply,False,13,14,20.79440001398325,False
657,cosine_only,657,status::the_dark_mode_rollout::29,update,refinement,merge,True,18,19,20.190400013234466,False
658,cosine_only,658,magnitude::the_infra_budget::25,update,contradiction,blocked,False,14,14,21.191800013184547,False
659,cosine_only,659,magnitude::the_budget::1,refinement,update,apply,False,14,15,17.84159999806434,False
660,cosine_only,660,status::the_dark_mode_rollout::29,refinement,refinement,merge,True,19,20,18.56130000669509,False
661,cosine_only,661,ship_date::the_onboarding_revamp::21,refinement,refinement,merge,False,14,15,21.188799990341067,False
662,cosine_only,662,status::the_dark_mode_rollout::14,update,duplicate,drop,False,10,10,18.1004999903962,False
663,cosine_only,663,status::the_offline_mode::38,refinement,refinement,merge,False,12,13,18.476800003554672,False
664,cosine_only,664,ship_date::the_data_migration::30,refinement,refinement,merge,False,10,11,21.623399981763214,False
665,cosine_only,665,status::the_offline_mode::38,duplicate,duplicate,drop,False,13,13,18.42850004322827,False
666,cosine_only,666,magnitude::the_headcount_plan::16,refinement,refinement,merge,False,19,20,24.201199994422495,False
667,cosine_only,667,magnitude::the_storage_quota::19,update,duplicate,drop,False,13,13,17.526499985251576,False
668,cosine_only,668,status::the_dark_mode_rollout::29,contradiction,refinement,merge,True,20,21,19.860200001858175,False
669,cosine_only,669,status::the_dark_mode_rollout::20,duplicate,refinement,merge,False,12,13,19.483499985653907,False
670,cosine_only,670,ship_date::the_partner_integration::15,refinement,duplicate,drop,False,3,3,17.33510004123673,False
671,cosine_only,671,status::the_audit_log_feature::26,contradiction,duplicate,drop,True,9,9,19.110599998384714,False
672,cosine_only,672,ship_date::the_API_migration::0,refinement,duplicate,drop,False,13,13,28.729300014674664,False
673,cosine_only,673,magnitude::the_storage_quota::37,refinement,refinement,merge,False,13,14,22.740199987310916,False
674,cosine_only,674,status::the_audit_log_feature::26,refinement,refinement,merge,False,9,10,21.587499999441206,False
675,cosine_only,675,magnitude::the_storage_quota::31,refinement,duplicate,drop,False,18,18,21.624499990139157,False
676,cosine_only,676,ship_date::the_partner_integration::15,duplicate,duplicate,drop,False,3,3,18.132400000467896,False
677,cosine_only,677,magnitude::the_support_queue::10,refinement,refinement,merge,False,15,16,20.31870000064373,False
678,cosine_only,678,magnitude::the_infra_budget::34,duplicate,duplicate,drop,False,16,16,15.06199996219948,False
679,cosine_only,679,status::the_audit_log_feature::26,contradiction,refinement,merge,True,10,11,19.0876999986358,False
680,cosine_only,680,ship_date::the_partner_integration::15,refinement,duplicate,drop,False,3,3,16.431299969553947,False
681,cosine_only,681,ship_date::the_partner_integration::39,contradiction,refinement,merge,True,11,12,15.252900018822402,False
682,cosine_only,682,ship_date::the_API_migration::0,duplicate,refinement,merge,False,13,14,20.405300019774586,False
683,cosine_only,683,ship_date::the_Q3_roadmap_review::36,duplicate,duplicate,drop,False,4,4,28.328800050076097,False
684,cosine_only,684,magnitude::the_storage_quota::31,refinement,refinement,merge,False,18,19,23.467999999411404,False
685,cosine_only,685,status::the_referral_program::11,duplicate,refinement,merge,False,15,16,23.0285000288859,False
686,cosine_only,686,status::Feature_X::8,update,duplicate,drop,False,17,17,18.757499987259507,False
687,cosine_only,687,magnitude::the_storage_quota::31,duplicate,refinement,merge,False,19,20,20.20319999428466,False
688,cosine_only,688,status::the_dark_mode_rollout::5,duplicate,refinement,merge,False,6,7,24.0328999934718,False
689,cosine_only,689,ship_date::the_onboarding_revamp::27,update,refinement,merge,False,14,15,20.638199988752604,False
690,cosine_only,690,ship_date::the_data_migration::33,contradiction,duplicate,drop,True,13,13,17.91550003690645,False
691,cosine_only,691,magnitude::the_storage_quota::31,refinement,duplicate,drop,False,20,20,21.75170002738014,False
692,cosine_only,692,ship_date::the_beta_rollout::24,duplicate,duplicate,drop,False,7,7,17.06220000050962,False
693,cosine_only,693,ship_date::the_vendor_contract_renewal::9,update,refinement,merge,False,10,11,21.968100045342,False
694,cosine_only,694,status::the_dark_mode_rollout::29,duplicate,refinement,merge,False,21,22,18.97030003601685,False
695,cosine_only,695,status::the_export_tool::17,update,refinement,merge,False,10,11,19.293099991045892,False
696,cosine_only,696,status::the_export_tool::17,update,duplicate,drop,False,11,11,19.56159999826923,False
697,cosine_only,697,magnitude::the_budget::7,update,contradiction,blocked,False,9,9,17.831699980888516,False
698,cosine_only,698,magnitude::the_headcount_plan::28,contradiction,update,apply,True,8,9,22.25500001804903,False
699,cosine_only,699,ship_date::the_vendor_contract_renewal::18,duplicate,refinement,merge,False,4,5,18.273300025612116,False
700,cosine_only,700,status::the_offline_mode::23,duplicate,refinement,merge,False,8,9,16.888500016648322,False
701,cosine_only,701,magnitude::the_budget::13,update,refinement,merge,False,13,14,19.17769998544827,False
702,cosine_only,702,magnitude::the_storage_quota::19,contradiction,refinement,merge,True,13,14,22.17970002675429,False
703,cosine_only,703,status::the_offline_mode::38,update,refinement,merge,False,13,14,20.073499996215105,False
704,cosine_only,704,status::Feature_X::8,refinement,duplicate,drop,False,17,17,35.150400013662875,False
705,cosine_only,705,magnitude::the_marketing_spend::4,contradiction,update,apply,True,15,16,20.805500040296465,False
706,cosine_only,706,ship_date::the_Q3_roadmap_review::36,contradiction,duplicate,drop,True,4,4,30.339499993715435,False
707,cosine_only,707,magnitude::the_budget::13,update,refinement,merge,False,14,15,30.548600014299154,False
708,cosine_only,708,magnitude::the_infra_budget::25,update,refinement,merge,False,14,15,22.263199964072555,False
709,cosine_only,709,magnitude::the_support_queue::10,duplicate,refinement,merge,False,16,17,19.621600047685206,False
710,cosine_only,710,status::the_dark_mode_rollout::5,refinement,duplicate,drop,False,7,7,21.911000018008053,False
711,cosine_only,711,magnitude::the_budget::7,duplicate,duplicate,drop,False,9,9,18.69169995188713,False
712,cosine_only,712,ship_date::the_Q3_roadmap_review::36,duplicate,duplicate,drop,False,4,4,22.548999986611307,False
713,cosine_only,713,magnitude::the_storage_quota::31,duplicate,refinement,merge,False,20,21,19.350599963217974,False
714,cosine_only,714,magnitude::the_budget::1,duplicate,refinement,merge,False,15,16,18.016799993347377,False
715,cosine_only,715,status::Feature_X::8,contradiction,update,apply,True,17,18,20.235200005117804,False
716,cosine_only,716,ship_date::the_partner_integration::39,update,refinement,merge,False,12,13,18.261399993207306,False
717,cosine_only,717,magnitude::the_storage_quota::31,duplicate,refinement,merge,False,21,22,21.274700004141778,False
718,cosine_only,718,ship_date::the_onboarding_revamp::21,duplicate,refinement,merge,False,15,16,29.623700014781207,False
719,cosine_only,719,status::the_dark_mode_rollout::20,refinement,duplicate,drop,False,13,13,26.232199976220727,False
720,cosine_only,720,ship_date::the_data_migration::30,refinement,refinement,merge,False,11,12,21.047200018074363,False
721,cosine_only,721,magnitude::the_budget::13,update,refinement,merge,False,15,16,17.68430002266541,False
722,cosine_only,722,status::the_offline_mode::2,refinement,duplicate,drop,False,18,18,21.39290003105998,False
723,cosine_only,723,magnitude::the_headcount_plan::16,contradiction,duplicate,drop,True,20,20,20.235400006640702,False
724,cosine_only,724,magnitude::the_marketing_spend::4,duplicate,refinement,merge,False,16,17,19.799300003796816,False
725,cosine_only,725,status::the_offline_mode::23,duplicate,refinement,merge,False,9,10,16.769599984399974,False
726,cosine_only,726,ship_date::the_vendor_contract_renewal::18,update,refinement,merge,False,5,6,17.759500013198704,False
727,cosine_only,727,status::the_offline_mode::23,refinement,duplicate,drop,False,10,10,18.65909999469295,False
728,cosine_only,728,ship_date::the_onboarding_revamp::21,refinement,refinement,merge,False,16,17,17.479399975854903,False
729,cosine_only,729,magnitude::the_budget::1,contradiction,refinement,merge,True,16,17,17.32290000654757,False
730,cosine_only,730,ship_date::the_data_migration::33,update,duplicate,drop,False,13,13,17.970699991565198,False
731,cosine_only,731,ship_date::the_API_migration::0,refinement,refinement,merge,False,14,15,26.84649999719113,False
732,cosine_only,732,magnitude::the_marketing_spend::4,update,refinement,merge,False,17,18,19.845800008624792,False
733,cosine_only,733,magnitude::the_headcount_plan::16,refinement,update,apply,False,20,21,20.212500006891787,False
734,cosine_only,734,ship_date::the_beta_rollout::12,duplicate,update,apply,False,13,14,14.7006000042893,False
735,cosine_only,735,status::the_dark_mode_rollout::32,contradiction,refinement,merge,True,12,13,25.064599991310388,False
736,cosine_only,736,magnitude::the_marketing_spend::4,update,duplicate,drop,False,18,18,20.983499998692423,False
737,cosine_only,737,ship_date::the_partner_integration::39,update,duplicate,drop,False,13,13,22.085599950514734,False
738,cosine_only,738,magnitude::the_budget::7,duplicate,duplicate,drop,False,9,9,19.093899987637997,False
739,cosine_only,739,ship_date::the_onboarding_revamp::21,refinement,update,apply,False,17,18,21.60929999081418,False
740,cosine_only,740,magnitude::the_headcount_plan::16,contradiction,duplicate,drop,True,21,21,23.286999959964305,False
741,cosine_only,741,status::the_offline_mode::23,refinement,refinement,merge,False,10,11,23.4566000290215,False
742,cosine_only,742,magnitude::the_storage_quota::31,refinement,duplicate,drop,False,22,22,21.66109997779131,False
743,cosine_only,743,ship_date::the_partner_integration::39,update,refinement,merge,False,13,14,23.312199977226555,False
744,cosine_only,744,ship_date::the_onboarding_revamp::3,update,refinement,merge,False,7,8,18.975700018927455,False
745,cosine_only,745,status::the_offline_mode::2,duplicate,update,apply,False,18,19,21.91300003323704,False
746,cosine_only,746,ship_date::the_partner_integration::39,contradiction,update,apply,True,14,15,19.9129999964498,False
747,cosine_only,747,magnitude::the_marketing_spend::4,contradiction,refinement,merge,True,18,19,18.114799982868135,False
748,cosine_only,748,ship_date::the_partner_integration::39,update,refinement,merge,False,15,16,19.460200041066855,False
749,cosine_only,749,magnitude::the_storage_quota::37,duplicate,refinement,merge,False,14,15,17.01609999872744,False
750,cosine_only,750,ship_date::the_partner_integration::15,update,refinement,merge,False,3,4,26.432999991811812,False
751,cosine_only,751,magnitude::the_storage_quota::31,duplicate,refinement,merge,False,22,23,18.54800002183765,False
752,cosine_only,752,magnitude::the_budget::13,update,refinement,merge,False,16,17,18.21190002374351,False
753,cosine_only,753,magnitude::the_headcount_plan::28,refinement,refinement,merge,False,9,10,25.63629997894168,False
754,cosine_only,754,ship_date::the_partner_integration::6,contradiction,refinement,merge,True,12,13,17.193700012285262,False
755,cosine_only,755,ship_date::the_vendor_contract_renewal::18,refinement,refinement,merge,False,6,7,24.85119999619201,False
756,cosine_only,756,magnitude::the_headcount_plan::16,refinement,duplicate,drop,False,21,21,25.54569998756051,False
757,cosine_only,757,ship_date::the_onboarding_revamp::21,refinement,update,apply,False,18,19,20.615499990526587,False
758,cosine_only,758,status::the_dark_mode_rollout::32,contradiction,refinement,merge,True,13,14,21.039199957158417,False
759,cosine_only,759,ship_date::the_beta_rollout::24,duplicate,refinement,merge,False,7,8,15.744200034532696,False
760,cosine_only,760,ship_date::the_data_migration::33,refinement,update,apply,False,13,14,21.883800043724477,False
761,cosine_only,761,status::Feature_X::8,contradiction,update,apply,True,18,19,21.07140002772212,False
762,cosine_only,762,status::the_referral_program::11,update,update,apply,False,16,17,18.31700000911951,False
763,cosine_only,763,ship_date::the_onboarding_revamp::27,refinement,update,apply,True,15,16,19.063200044911355,False
764,cosine_only,764,status::the_audit_log_feature::26,update,duplicate,drop,False,11,11,20.836399984546006,False
765,cosine_only,765,magnitude::the_storage_quota::22,duplicate,refinement,merge,False,17,18,15.748500009067357,False
766,cosine_only,766,magnitude::the_budget::13,refinement,refinement,merge,False,17,18,21.171900036279112,False
767,cosine_only,767,magnitude::the_budget::1,update,update,apply,False,17,18,22.1276999800466,False
768,cosine_only,768,status::the_audit_log_feature::26,duplicate,refinement,merge,False,11,12,16.44849998410791,False
769,cosine_only,769,ship_date::the_partner_integration::39,update,duplicate,drop,False,16,16,20.832300011534244,False
770,cosine_only,770,magnitude::the_budget::13,update,update,apply,False,18,19,18.95870000589639,False
771,cosine_only,771,status::the_dark_mode_rollout::5,update,duplicate,drop,False,7,7,18.30229995539412,False
772,cosine_only,772,magnitude::the_budget::1,duplicate,refinement,merge,False,18,19,18.67999997921288,False
773,cosine_only,773,status::the_dark_mode_rollout::29,refinement,refinement,merge,False,22,23,23.971899994648993,False
774,cosine_only,774,status::the_offline_mode::35,refinement,duplicate,drop,False,6,6,22.32360001653433,False
775,cosine_only,775,ship_date::the_Q3_roadmap_review::36,refinement,duplicate,drop,True,4,4,23.027500021271408,False
776,cosine_only,776,status::the_export_tool::17,refinement,refinement,merge,True,11,12,17.762499977834523,False
777,cosine_only,777,magnitude::the_marketing_spend::4,refinement,refinement,merge,False,19,20,21.29519998561591,False
778,cosine_only,778,magnitude::the_headcount_plan::16,duplicate,update,apply,False,21,22,20.978899963665754,False
779,cosine_only,779,ship_date::the_onboarding_revamp::27,duplicate,update,apply,False,16,17,18.224100000225008,False
780,cosine_only,780,status::the_dark_mode_rollout::20,update,duplicate,drop,False,13,13,21.174099994823337,False
781,cosine_only,781,status::the_export_tool::17,duplicate,refinement,merge,False,12,13,20.784299995284528,False
782,cosine_only,782,magnitude::the_storage_quota::37,duplicate,refinement,merge,False,15,16,17.63229997595772,False
783,cosine_only,783,status::the_offline_mode::23,update,duplicate,drop,False,11,11,18.08729994809255,False
784,cosine_only,784,magnitude::the_budget::7,update,update,apply,False,9,10,20.431599987205118,False
785,cosine_only,785,magnitude::the_storage_quota::22,refinement,refinement,merge,False,18,19,16.600999981164932,False
786,cosine_only,786,magnitude::the_storage_quota::31,refinement,refinement,merge,False,23,24,21.542000002227724,False
787,cosine_only,787,ship_date::the_beta_rollout::24,update,refinement,merge,False,8,9,19.398299977183342,False
788,cosine_only,788,ship_date::the_vendor_contract_renewal::9,duplicate,refinement,merge,False,11,12,19.076300028245896,False
789,cosine_only,789,ship_date::the_API_migration::0,contradiction,refinement,merge,True,15,16,24.61540000513196,False
790,cosine_only,790,status::the_export_tool::17,refinement,refinement,merge,False,13,14,22.90679997531697,False
791,cosine_only,791,ship_date::the_onboarding_revamp::21,duplicate,refinement,merge,False,19,20,21.575799968559295,False
792,cosine_only,792,magnitude::the_budget::1,update,duplicate,drop,False,19,19,19.532400008756667,False
793,cosine_only,793,status::the_dark_mode_rollout::29,refinement,refinement,merge,False,23,24,21.298500010743737,False
794,cosine_only,794,magnitude::the_headcount_plan::28,update,refinement,merge,False,10,11,24.63319996604696,False
795,cosine_only,795,ship_date::the_data_migration::33,refinement,refinement,merge,False,14,15,21.981599973514676,False
796,cosine_only,796,ship_date::the_Q3_roadmap_review::36,refinement,duplicate,drop,False,4,4,26.097800000570714,False
797,cosine_only,797,magnitude::the_budget::7,contradiction,contradiction,blocked,True,10,10,17.713700013700873,False
798,cosine_only,798,magnitude::the_infra_budget::34,refinement,refinement,merge,False,16,17,20.618500013370067,False
799,cosine_only,799,status::the_dark_mode_rollout::20,update,update,apply,False,13,14,22.911000007297844,False
800,cosine_only,800,ship_date::the_API_migration::0,refinement,duplicate,drop,False,16,16,26.894800015725195,False
801,cosine_only,801,ship_date::the_vendor_contract_renewal::18,refinement,refinement,merge,False,7,8,28.927900013513863,False
802,cosine_only,802,status::the_audit_log_feature::26,duplicate,refinement,merge,False,12,13,20.52600000752136,False
803,cosine_only,803,magnitude::the_infra_budget::34,refinement,refinement,merge,False,17,18,22.356500034220517,False
804,cosine_only,804,ship_date::the_onboarding_revamp::21,refinement,refinement,merge,False,20,21,26.635900023393333,False
805,cosine_only,805,status::the_referral_program::11,refinement,duplicate,drop,False,17,17,25.724200007971376,False
806,cosine_only,806,ship_date::the_data_migration::33,refinement,duplicate,drop,False,15,15,21.1663999943994,False
807,cosine_only,807,magnitude::the_headcount_plan::16,refinement,refinement,merge,False,22,23,24.3485999526456,False
808,cosine_only,808,status::the_audit_log_feature::26,contradiction,refinement,merge,True,13,14,24.199400038924068,False
809,cosine_only,809,status::the_offline_mode::2,update,refinement,merge,False,19,20,28.5075000138022,False
810,cosine_only,810,magnitude::the_marketing_spend::4,duplicate,refinement,merge,False,20,21,33.711800002492964,False
811,cosine_only,811,magnitude::the_headcount_plan::28,refinement,duplicate,drop,False,11,11,40.15330004040152,False
812,cosine_only,812,ship_date::the_onboarding_revamp::3,duplicate,refinement,merge,False,8,9,23.81260000402108,False
813,cosine_only,813,status::the_dark_mode_rollout::20,duplicate,refinement,merge,False,14,15,34.76720000617206,False
814,cosine_only,814,status::the_offline_mode::2,refinement,refinement,merge,False,20,21,25.270499987527728,False
815,cosine_only,815,magnitude::the_storage_quota::31,duplicate,refinement,merge,False,24,25,25.04790003877133,False
816,cosine_only,816,ship_date::the_onboarding_revamp::21,refinement,refinement,merge,False,21,22,20.582000026479363,False
817,cosine_only,817,magnitude::the_storage_quota::37,refinement,refinement,merge,True,16,17,24.978000030387193,False
818,cosine_only,818,ship_date::the_beta_rollout::24,contradiction,update,apply,True,9,10,19.392099988181144,False
819,cosine_only,819,status::the_referral_program::11,contradiction,update,apply,True,17,18,16.984799993224442,False
820,cosine_only,820,magnitude::the_budget::13,contradiction,contradiction,blocked,True,19,19,19.607199996244162,False
821,cosine_only,821,ship_date::the_data_migration::33,update,refinement,merge,False,15,16,24.156800005584955,False
822,cosine_only,822,ship_date::the_data_migration::30,duplicate,refinement,merge,False,12,13,22.43610000004992,False
823,cosine_only,823,status::the_export_tool::17,contradiction,refinement,merge,True,14,15,18.767799949273467,False
824,cosine_only,824,magnitude::the_budget::7,refinement,update,apply,False,10,11,20.80310002202168,False
825,cosine_only,825,status::the_dark_mode_rollout::20,duplicate,refinement,merge,False,15,16,25.133499992080033,False
826,cosine_only,826,magnitude::the_budget::7,contradiction,contradiction,blocked,True,11,11,16.396199993323535,False
827,cosine_only,827,magnitude::the_storage_quota::31,refinement,refinement,merge,False,25,26,22.864500002469867,False
828,cosine_only,828,magnitude::the_infra_budget::25,refinement,refinement,merge,False,15,16,21.27699996344745,False
829,cosine_only,829,magnitude::the_storage_quota::19,update,update,apply,False,14,15,19.634600030258298,False
830,cosine_only,830,ship_date::the_beta_rollout::12,contradiction,refinement,merge,True,14,15,17.442299984395504,False
831,cosine_only,831,magnitude::the_support_queue::10,duplicate,refinement,merge,False,17,18,20.61790000880137,False
832,cosine_only,832,status::the_export_tool::17,contradiction,refinement,merge,True,15,16,20.67160001024604,False
833,cosine_only,833,status::the_offline_mode::35,refinement,duplicate,drop,False,6,6,21.311699994839728,False
834,cosine_only,834,magnitude::the_budget::7,refinement,refinement,merge,False,11,12,19.88019997952506,False
835,cosine_only,835,status::the_export_tool::17,update,duplicate,drop,False,16,16,19.23139998689294,False
836,cosine_only,836,ship_date::the_API_migration::0,contradiction,refinement,merge,True,16,17,25.35029995488003,False
837,cosine_only,837,status::the_offline_mode::2,duplicate,update,apply,False,21,22,20.361200033221394,False
838,cosine_only,838,status::the_audit_log_feature::26,refinement,refinement,merge,False,14,15,20.488700014539063,False
839,cosine_only,839,magnitude::the_storage_quota::19,refinement,refinement,merge,False,15,16,20.157800056040287,False
